Address,Price,Currency,Link,Property Type,Rooms_count,Floor,Area,City,Neighborhood,Tags1,Tags2,Tags3
יאנוש קורצ'אק 4,2250000,NIS,https://www.yad2.co.il/realestate/item/mxz5bxzl?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=14,דירה,5,2.0,68.0,ראשון לציון,רמת אליהו,נוף פתוח לפארק,חבל לפספס,בהזדמנות
מדורסקי 12,2750000,NIS,https://www.yad2.co.il/realestate/item/n3qa8a91?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=14,דופלקס,5,2.0,164.0,חדרה,יוספטל,4 כיווני אוויר,נוף פתוח לעיר,חניה
דרך הציונות 26,1950000,NIS,https://www.yad2.co.il/realestate/item/adltowbl?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=14,דירה,5,1.0,88.0,ראש העין,גבעת הסלעים,3 כיווני אוויר,נוף פתוח לעיר,חניה
יהודה הימית 10,4290000,NIS,https://www.yad2.co.il/realestate/item/fv4cu8sr?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=14,דירה,4,2.0,118.0,המושבה האמריקאית-גרמנית,צפון יפו,2 מרפסות,חניה,חדש מקבלן
בני בתירא 10,5150000,NIS,https://www.yad2.co.il/realestate/item/tn9n48yb?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=14,דירה,5,3.0,140.0,ירושלים,קטמונים,"ממ""ד",נוף פתוח לעיר,חניה
הרב צבאן 58,5150000,לא,https://www.yad2.co.il/realestate/item/fcl3gd3r?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=14,בית פרטי/ קוטג',5,1.0,180.0,נתיבות,קרית מנחם בגין,"ממ""ד",3 כיווני אוויר,חניה
בר יהודה 2,2765000,NIS,https://www.yad2.co.il/realestate/item/vr942665?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=14,דירה,3,2.0,90.0,קרית אונו,קיראון,"ממ""ד",נוף פתוח לפארק,חניה
דקר 5,1825000,NIS,https://www.yad2.co.il/realestate/item/aic57tnn?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=14,דירה,3,9.0,90.0,לוד,גני יער,"ממ""ד",נוף פתוח לפארק,חניה
סתוונית 6,2520000,NIS,https://www.yad2.co.il/realestate/item/jdz5az2f?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=14,דירת גן,5,,176.0,רמת ישי,שאר העיר,"ממ""ד",3 כיווני אוויר,חניה
שדרות יצחק רבין 9,3570000,NIS,https://www.yad2.co.il/realestate/item/d4w19usi?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=14,דירה,5,6.0,150.0,קדימה צורן,רמת אמיר,"ממ""ד",3 כיווני אוויר,חניה
נחל ירקון 26,2050000,NIS,https://www.yad2.co.il/realestate/item/hvvbbsls?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=14,דירה,4,3.0,125.0,קרית גת,כרמי גת,2 מרפסות,"ממ""ד",חניה
דב שילנסקי 4,2950000,NIS,https://www.yad2.co.il/realestate/item/fr6ipn9f?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=14,דירה,5,9.0,142.0,נתניה,קרית נורדאו,"ממ""ד",נוף פתוח לים,חניה
סברי מרנן 15,2250000,NIS,https://www.yad2.co.il/realestate/item/8u5n7sjq?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=14,דירה,5,5.0,138.0,אשקלון,עיר היין,3 חדרי מקלחת,3 כיווני אוויר,חניה
השזיף 8,1725000,NIS,https://www.yad2.co.il/realestate/item/3xipfbw1?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=14,דירה,4,2.0,110.0,נשר,רמות יצחק,"ממ""ד",3 כיווני אוויר,חניה
חיים ארלוזורוב 47,3050000,NIS,https://www.yad2.co.il/realestate/item/etk5al1r?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=14,גג/ פנטהאוז,5,6.0,128.0,פתח תקווה,בר יהודה,3 כיווני אוויר,נוף פתוח לפארק,חניה
אהרון אשכולי 124,3900000,NIS,https://www.yad2.co.il/realestate/item/mg3v7h0c?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=14,גג/ פנטהאוז,7,2.0,165.0,ירושלים,רמות,4 כיווני אוויר,נוף פתוח לעיר,חניה
יסוד המעלה 44,2990000,NIS,https://www.yad2.co.il/realestate/item/evnuhidd?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=14,דירה,5,2.0,100.0,תל אביב יפו,נווה שאנן,2 מרפסות,חבל לפספס,בהזדמנות
הזית 1,1850000,NIS,https://www.yad2.co.il/realestate/item/8w3qmh7n?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=15,דו משפחתי,4,,122.0,כפר תפוח,כפר תפוח,4 כיווני אוויר,נכס חדש,מטבח גדול
עוזי חיטמן 17,4980000,NIS,https://www.yad2.co.il/realestate/item/lzvs22ud?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=15,דירה,5,17.0,133.0,נתניה,עיר ימים,3 חדרי מקלחת,3 כיווני אוויר,חניה
"ש""י עגנון 3",1140000,NIS,https://www.yad2.co.il/realestate/item/klhlv7ah?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=15,דירה,4,4.0,85.0,אשקלון,נווה אלונים,ייחודי,חבל לפספס,בהזדמנות
שדרות ירושלים 8,1640000,NIS,https://www.yad2.co.il/realestate/item/1lliqwx5?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=15,דירת גן,4,,236.0,דימונה,ממשית,"ממ""ד",נוף פתוח לפארק,חניה
מדורסקי 12,2750000,NIS,https://www.yad2.co.il/realestate/item/n3qa8a91?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=15,דופלקס,5,2.0,164.0,חדרה,יוספטל,4 כיווני אוויר,נוף פתוח לעיר,חניה
דרך הציונות 26,1950000,NIS,https://www.yad2.co.il/realestate/item/adltowbl?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=15,דירה,5,1.0,88.0,ראש העין,גבעת הסלעים,3 כיווני אוויר,נוף פתוח לעיר,חניה
יהודה הימית 10,4290000,NIS,https://www.yad2.co.il/realestate/item/fv4cu8sr?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=15,דירה,4,2.0,118.0,המושבה האמריקאית-גרמנית,צפון יפו,2 מרפסות,חניה,חדש מקבלן
בני בתירא 10,5150000,NIS,https://www.yad2.co.il/realestate/item/tn9n48yb?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=15,דירה,5,3.0,140.0,ירושלים,קטמונים,"ממ""ד",נוף פתוח לעיר,חניה
הרב צבאן 58,5150000,לא,https://www.yad2.co.il/realestate/item/fcl3gd3r?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=15,בית פרטי/ קוטג',5,1.0,180.0,נתיבות,קרית מנחם בגין,"ממ""ד",3 כיווני אוויר,חניה
בר יהודה 2,2765000,NIS,https://www.yad2.co.il/realestate/item/vr942665?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=15,דירה,3,2.0,90.0,קרית אונו,קיראון,"ממ""ד",נוף פתוח לפארק,חניה
דקר 5,1825000,NIS,https://www.yad2.co.il/realestate/item/aic57tnn?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=15,דירה,3,9.0,90.0,לוד,גני יער,"ממ""ד",נוף פתוח לפארק,חניה
סתוונית 6,2520000,NIS,https://www.yad2.co.il/realestate/item/jdz5az2f?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=15,דירת גן,5,,176.0,רמת ישי,שאר העיר,"ממ""ד",3 כיווני אוויר,חניה
שדרות יצחק רבין 9,3570000,NIS,https://www.yad2.co.il/realestate/item/d4w19usi?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=15,דירה,5,6.0,150.0,קדימה צורן,רמת אמיר,"ממ""ד",3 כיווני אוויר,חניה
נחל ירקון 26,2050000,NIS,https://www.yad2.co.il/realestate/item/hvvbbsls?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=15,דירה,4,3.0,125.0,קרית גת,כרמי גת,2 מרפסות,"ממ""ד",חניה
דב שילנסקי 4,2950000,NIS,https://www.yad2.co.il/realestate/item/fr6ipn9f?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=15,דירה,5,9.0,142.0,נתניה,קרית נורדאו,"ממ""ד",נוף פתוח לים,חניה
סברי מרנן 15,2250000,NIS,https://www.yad2.co.il/realestate/item/8u5n7sjq?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=15,דירה,5,5.0,138.0,אשקלון,עיר היין,3 חדרי מקלחת,3 כיווני אוויר,חניה
התפוצות 49,2950000,NIS,https://www.yad2.co.il/realestate/item/tyhbn1q4?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=15,דירה,5,3.0,122.0,רמת גן,רמת עמידר,"ממ""ד",3 כיווני אוויר,חניה
הרמן חיים קאופמן 8,3190000,NIS,https://www.yad2.co.il/realestate/item/iud461uc?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=15,דירה,5,8.0,137.0,רחובות,אושיות,"ממ""ד",3 כיווני אוויר,חניה
בוליביה 4,3890000,NIS,https://www.yad2.co.il/realestate/item/uylr2c4h?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=15,גג/ פנטהאוז,4,6.0,170.0,ירושלים,קרית היובל,"ממ""ד",3 כיווני אוויר,חניה
אברהם פררה 7,3480000,NIS,https://www.yad2.co.il/realestate/item/ks5jttfk?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=15,דירה,4,5.0,113.0,ירושלים,הולילנד,"ממ""ד",נוף פתוח לפארק,חניה
שדרות יערית 1,2150000,NIS,https://www.yad2.co.il/realestate/item/93jqxunb?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=16,דו משפחתי,6,,182.0,שלומי,אדמית / יערית,2 מרפסות,3 חדרי מקלחת,חדש מקבלן
טשרניחובסקי 6,3650000,NIS,https://www.yad2.co.il/realestate/item/bvds56yh?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=16,דירת גן,5,,350.0,ראשון לציון,כצנלסון,3 מרפסות,3 כיווני אוויר,נוף פתוח לעיר
בורוכוב 35,3400000,NIS,https://www.yad2.co.il/realestate/item/cyrw1q4p?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=16,דירה,4,3.0,130.0,רעננה,נווה דוד רמז,"ממ""ד",חניה,נכס חדש
ברנר 11,1755000,NIS,https://www.yad2.co.il/realestate/item/c607f2lp?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=16,גג/ פנטהאוז,8,5.0,280.0,טבריה,אחוזת כנרת,2 מרפסות,3 כיווני אוויר,חניה
האוניברסיטה 5,7750000,NIS,https://www.yad2.co.il/realestate/item/6vzvfgkc?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=16,דירת גן,5,,307.0,הרצליה,בינתחומי,"ממ""ד",3 כיווני אוויר,חניה
הרב מיימון 8,3680000,NIS,https://www.yad2.co.il/realestate/item/fwi0oay1?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=16,דירה,4,5.0,100.0,הרצליה,מרכז,"ממ""ד",חניה,חדש מקבלן
חטיבת הראל 9,1900000,NIS,https://www.yad2.co.il/realestate/item/qhdd36wv?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=16,דירה,4,9.0,95.0,לוד,נאות יצחק,"ממ""ד",נוף פתוח לעיר,חניה
שדרות השרון 6,2450000,NIS,https://www.yad2.co.il/realestate/item/tdsu6g2e?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=16,מגרשים,6,,386.0,בת חפר,בת חפר,3 חדרי מקלחת,3 כיווני אוויר,חניה
יפה נוף 7,1650000,NIS,https://www.yad2.co.il/realestate/item/0aes8jzf?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=16,דירה,5,4.0,136.0,מגדל העמק,מצפה העמק,"ממ""ד",3 כיווני אוויר,חניה
אלנבי 65,5150000,NIS,https://www.yad2.co.il/realestate/item/1w9d1gxf?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=16,דירה,3,4.0,90.0,לב העיר צפון,לב תל אביב,2 מרפסות,"ממ""ד",3 כיווני אוויר
הרב יוסף אלישיב 1,3050000,NIS,https://www.yad2.co.il/realestate/item/y7odtfod?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=16,דירה,5,12.0,143.0,נתניה,כוכב הצפון,3 כיווני אוויר,חניה,חדש מקבלן
נוף הרים 134,6690000,NIS,https://www.yad2.co.il/realestate/item/7odqwtv6?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=16,בית פרטי/ קוטג',6,1.0,461.0,הר אדר,הר אדר,4 מרפסות,3 כיווני אוויר,חניה
הרמן חיים קאופמן 8,3190000,NIS,https://www.yad2.co.il/realestate/item/iud461uc?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=16,דירה,5,8.0,137.0,רחובות,אושיות,"ממ""ד",3 כיווני אוויר,חניה
בוליביה 4,3890000,NIS,https://www.yad2.co.il/realestate/item/uylr2c4h?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=16,גג/ פנטהאוז,4,6.0,170.0,ירושלים,קרית היובל,"ממ""ד",3 כיווני אוויר,חניה
אברהם פררה 7,3480000,NIS,https://www.yad2.co.il/realestate/item/ks5jttfk?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=16,דירה,4,5.0,113.0,ירושלים,הולילנד,"ממ""ד",נוף פתוח לפארק,חניה
לוחמי האש 1,3490000,NIS,https://www.yad2.co.il/realestate/item/jsgv9j7n?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=16,דירה,4,6.0,120.0,קרית אונו,צומת סביון,"ממ""ד",3 כיווני אוויר,חניה
הסבוראים 7,5770000,NIS,https://www.yad2.co.il/realestate/item/gxrn8xn1?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=16,דירה,5,1.0,124.0,תל אביב יפו,נווה אביבים,"ממ""ד",נוף פתוח לעיר,חדש מקבלן
הברוש 3,2650000,NIS,https://www.yad2.co.il/realestate/item/vv6knal0?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=16,דירה,4,10.0,112.0,באר יעקב,פארק המושבה,"ממ""ד",נוף פתוח לעיר,חניה
יער בן שמן 16,7200000,NIS,https://www.yad2.co.il/realestate/item/6e1uk787?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=16,דירת גן,5,,440.0,מודיעין מכבים רעות,נופים,3 חדרי מקלחת,"ממ""ד",חניה
המחתרת 12,1190000,NIS,https://www.yad2.co.il/realestate/item/y7bhmon9?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=16,דירה,3,2.0,75.0,קרית ים,אלמוגים,3 כיווני אוויר,נוף פתוח לעיר,קרוב לים
דרך בן גוריון 136,3000000,NIS,https://www.yad2.co.il/realestate/item/qx2kxrzl?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=17,דירה,4,3.0,100.0,מרכז העיר ב,שכונת יהלום,"ממ""ד",חבל לפספס,בהזדמנות
חיים חפר 13,2930000,NIS,https://www.yad2.co.il/realestate/item/6uepyl8c?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=17,דירה,5,3.0,137.0,ראשון לציון,הרקפות,"ממ""ד",נוף פתוח לפארק,חניה
קריניצי 4,4150000,NIS,https://www.yad2.co.il/realestate/item/2e6z00pn?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=17,דירה,6,4.0,155.0,מרכז העיר ב,שכונת יהלום,חניה,חדש מקבלן,בהזדמנות
שונית 1,2190000,NIS,https://www.yad2.co.il/realestate/item/8e686cct?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=17,דירה,4,5.0,115.0,רמלה,קרית מנחם בגין,"ממ""ד",נוף פתוח לפארק,חניה
חנה סנש 6,1600000,NIS,https://www.yad2.co.il/realestate/item/vx4h5leb?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=17,דירה,3,2.0,74.0,לוד,מרכז העיר,נוף פתוח לעיר,חניה,בהזדמנות
יצחק שדה 1021,700000,NIS,https://www.yad2.co.il/realestate/item/b3fjdx1d?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=17,דירה,5,1.0,75.0,דימונה,נווה דוד,4 כיווני אוויר,נוף פתוח לפארק,מטבח גדול
העלייה 62,1900000,NIS,https://www.yad2.co.il/realestate/item/32cyu3se?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=17,דירה,2,2.0,37.0,תל אביב יפו,פלורנטין,"ממ""ד",נוף פתוח לעיר,חניה
חן 11,3800000,NIS,https://www.yad2.co.il/realestate/item/9lf7qlai?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=17,בית פרטי/ קוטג',5,,670.0,כרמיאל,מערבית,חניה,חבל לפספס,בהזדמנות
שדרות יערית 85,850000,NIS,,מגרשים,5,,300.0,שלומי,אדמית / יערית,נכס חדש,חבל לפספס,בהזדמנות
פקיעין 6,3750000,NIS,https://www.yad2.co.il/realestate/item/9f93acs7?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=17,דופלקס,7,2.0,202.0,רחובות,אבן גבירול,3 חדרי מקלחת,"ממ""ד",חניה
יצחק רובינשטיין 34,6000000,NIS,https://www.yad2.co.il/realestate/item/1mkpk07w?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=17,מגרשים,5,,1050.0,דניה,הוד הכרמל,3 חדרי מקלחת,4 כיווני אוויר,חדש מקבלן
אורן 25,1350000,NIS,https://www.yad2.co.il/realestate/item/4r5qmvhx?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=17,מגרשים,8,,356.0,קרית שמונה,יובלים,חדש מקבלן,חבל לפספס,בהזדמנות
לה גווארדיה 65,3600000,NIS,https://www.yad2.co.il/realestate/item/59xhag5i?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=17,דירה,3,2.0,91.0,תל אביב יפו,יד אליהו,"ממ""ד",חניה,חדש מקבלן
האורן 37,3750000,NIS,https://www.yad2.co.il/realestate/item/sm37gpdl?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=17,דו משפחתי,5,,300.0,אורנית,אורנית,2 מרפסות,3 חדרי מקלחת,חניה
יוסף חכמי 5,6125000,NIS,https://www.yad2.co.il/realestate/item/xmtl2gzb?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=17,דירה,6,1.0,180.0,ירושלים,בית וגן,חניה,יחידת הורים,בהזדמנות
אביי 29,2400000,NIS,https://www.yad2.co.il/realestate/item/qldb9u1c?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=17,דירה,4,6.0,150.0,בית שמש,דובב מישרים / רמת בית שמש ד-1,"ממ""ד",3 כיווני אוויר,חניה
אבא אבן 1,4870000,NIS,https://www.yad2.co.il/realestate/item/8alf50k6?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=17,דירה,5,15.0,161.0,ראשון לציון,שאר העיר,"ממ""ד",חניה,חדש מקבלן
הר אדמון 6,2700000,NIS,https://www.yad2.co.il/realestate/item/69bfy4ah?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=17,בית פרטי/ קוטג',5,,250.0,קרית שמונה,בימת תל חי / מורדות הרי נפתלי,3 חדרי מקלחת,4 כיווני אוויר,חניה
גוש עציון 4,3250000,NIS,https://www.yad2.co.il/realestate/item/ia9qrkwh?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=17,דירה,5,2.0,114.0,גיורא יוספטל,בית וקאנטרי,"ממ""ד",4 כיווני אוויר,חניה
עפרה חזה 10,2150000,NIS,https://www.yad2.co.il/realestate/item/p9fo3n4n?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=17,גג/ פנטהאוז,3,25.0,130.0,קרית מוצקין,משכנות האומנים,2 מרפסות,3 כיווני אוויר,חניה
"הפלמ""ח 135",3290000,NIS,https://www.yad2.co.il/realestate/item/h0kzndka?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=18,דירה,5,4.0,138.0,קדימה צורן,שאר העיר,3 חדרי מקלחת,"ממ""ד",חניה
תלפיות 11,4600000,NIS,https://www.yad2.co.il/realestate/item/qgbhmsyu?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=18,דירה,5,2.0,122.0,רמת גן,שכונת גפן,"ממ""ד",נוף פתוח לעיר,חניה
עוזיהו 23,1850000,NIS,https://www.yad2.co.il/realestate/item/oh7dw7u4?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=18,דירה,4,6.0,120.0,אשדוד,רובע ג',"ממ""ד",חניה,חדש מקבלן
נאות גולף 1,2000000,NIS,https://www.yad2.co.il/realestate/item/57wi7f7u?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=18,דירה,5,3.0,60.0,קיסריה,נאות גולף,"ממ""ד",נוף פתוח לים,חניה
הרצל 23,2490000,NIS,https://www.yad2.co.il/realestate/item/tbmq70t6?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=18,גג/ פנטהאוז,5,4.0,156.0,מרכז העיר,עיר,2 מרפסות,3 כיווני אוויר,חניה
דוד מרכוס 7,10000000,NIS,https://www.yad2.co.il/realestate/item/1pqxbys6?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=18,גג/ פנטהאוז,6,6.0,329.0,חיפה,כרמל צרפתי,2 מרפסות,3 כיווני אוויר,חניה
האירוס 14,3200000,NIS,https://www.yad2.co.il/realestate/item/qu7v9vbz?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=18,דירת גן,5,,200.0,קרית עקרון,נאות הדרים (חבצלת הצעירה),3 מרפסות,3 כיווני אוויר,חניה
פקיעין 6,3750000,NIS,https://www.yad2.co.il/realestate/item/9f93acs7?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=18,דופלקס,7,2.0,202.0,רחובות,אבן גבירול,3 חדרי מקלחת,"ממ""ד",חניה
יצחק רובינשטיין 34,6000000,NIS,https://www.yad2.co.il/realestate/item/1mkpk07w?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=18,מגרשים,5,,1050.0,דניה,הוד הכרמל,3 חדרי מקלחת,4 כיווני אוויר,חדש מקבלן
אורן 25,1350000,NIS,https://www.yad2.co.il/realestate/item/4r5qmvhx?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=18,מגרשים,8,,356.0,קרית שמונה,יובלים,חדש מקבלן,חבל לפספס,בהזדמנות
לה גווארדיה 65,3600000,NIS,https://www.yad2.co.il/realestate/item/59xhag5i?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=18,דירה,3,2.0,91.0,תל אביב יפו,יד אליהו,"ממ""ד",חניה,חדש מקבלן
האורן 37,3750000,NIS,https://www.yad2.co.il/realestate/item/sm37gpdl?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=18,דו משפחתי,5,,300.0,אורנית,אורנית,2 מרפסות,3 חדרי מקלחת,חניה
יוסף חכמי 5,6125000,NIS,https://www.yad2.co.il/realestate/item/xmtl2gzb?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=18,דירה,6,1.0,180.0,ירושלים,בית וגן,חניה,יחידת הורים,בהזדמנות
אביי 29,2400000,NIS,https://www.yad2.co.il/realestate/item/qldb9u1c?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=18,דירה,4,6.0,150.0,בית שמש,דובב מישרים / רמת בית שמש ד-1,"ממ""ד",3 כיווני אוויר,חניה
אבא אבן 1,4870000,NIS,https://www.yad2.co.il/realestate/item/8alf50k6?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=18,דירה,5,15.0,161.0,ראשון לציון,שאר העיר,"ממ""ד",חניה,חדש מקבלן
הר אדמון 6,2700000,NIS,https://www.yad2.co.il/realestate/item/69bfy4ah?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=18,בית פרטי/ קוטג',5,,250.0,קרית שמונה,בימת תל חי / מורדות הרי נפתלי,3 חדרי מקלחת,4 כיווני אוויר,חניה
גוש עציון 4,3250000,NIS,https://www.yad2.co.il/realestate/item/ia9qrkwh?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=18,דירה,5,2.0,114.0,גיורא יוספטל,בית וקאנטרי,"ממ""ד",4 כיווני אוויר,חניה
עפרה חזה 10,2150000,NIS,https://www.yad2.co.il/realestate/item/p9fo3n4n?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=18,גג/ פנטהאוז,3,25.0,130.0,קרית מוצקין,משכנות האומנים,2 מרפסות,3 כיווני אוויר,חניה
פרס 2,820000,NIS,,מגרשים,3,,510.0,ירוחם,אופק,חדש מקבלן,קרוב לפארק,בהזדמנות
סעדיה חתוכה 2,820000,לא,https://www.yad2.co.il/realestate/item/dsyaegd0?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=18,דירה,4,4.0,123.0,יהוד מונוסון,ליבת העיר,"ממ""ד",נוף פתוח לפארק,חניה
דוד מרכוס 7,10000000,NIS,https://www.yad2.co.il/realestate/item/1pqxbys6?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=19,גג/ פנטהאוז,6,6.0,329.0,חיפה,כרמל צרפתי,2 מרפסות,3 כיווני אוויר,חניה
האירוס 14,3200000,NIS,https://www.yad2.co.il/realestate/item/qu7v9vbz?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=19,דירת גן,5,,200.0,קרית עקרון,נאות הדרים (חבצלת הצעירה),3 מרפסות,3 כיווני אוויר,חניה
שדרות מנחם בגין 41,3950000,NIS,https://www.yad2.co.il/realestate/item/dhp20wwh?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=19,דופלקס,5,8.0,265.0,חדרה,גבעת אולגה,3 כיווני אוויר,חניה,חדש מקבלן
שלום רוזנפלד 5,5980000,NIS,https://www.yad2.co.il/realestate/item/5r8omehe?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=19,דירה,5,7.0,154.0,הרצליה,גליל ים (מתחם הכוכבים),2 מרפסות,"ממ""ד",חניה
"מח""ל 60",4075037,NIS,https://www.yad2.co.il/realestate/item/o2ikvr3h?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=19,דירה,4,3.0,100.0,תל אביב יפו,נווה אליעזר וכפר שלם מזרח,"ממ""ד",נוף פתוח לפארק,חניה
האישה העברייה 14,2099000,NIS,https://www.yad2.co.il/realestate/item/mx1lvoae?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=19,דירה,4,1.0,112.0,קרית גת,כרמי גת,"ממ""ד",נוף פתוח לפארק,חניה
יעקב תמרי 10,2550000,NIS,https://www.yad2.co.il/realestate/item/2lc1mjtx?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=19,דירה,4,7.0,110.0,רחובות,חצרות המושבה,"ממ""ד",4 כיווני אוויר,חניה
"אח""י מזנק 40",5500000,NIS,https://www.yad2.co.il/realestate/item/ndegoq8s?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=19,מגרשים,6,,360.0,ראשון לציון,שער הים,4 כיווני אוויר,נוף פתוח לים,חדש מקבלן
אלול 16,2040000,NIS,https://www.yad2.co.il/realestate/item/gkciimnb?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=19,דירה,3,4.0,94.0,אשדוד,"רובע י""ב",3 כיווני אוויר,חניה,גמיש במחיר
המצוק 5,2220000,NIS,https://www.yad2.co.il/realestate/item/3ep951ul?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=19,דירה,4,1.0,101.0,יקנעם עילית,שער הגיא,"ממ""ד",חניה,נכס חדש
