Address,Price,Currency,Link,Property Type,Rooms_count,Floor,Area,City,Neighborhood,Tags1,Tags2,Tags3
תרשיש,4180000,"נדל""ן",,מגרשים,9,,1000,אשדוד,"רובע י""ז",קרוב לים,ייחודי,חבל לפספס
לבנה,4180000,מרום,https://www.yad2.co.il/realestate/item/gt6o8j7c?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=3,דו משפחתי,3,,550,תל אביב יפו,לבנה,חניה,חבל לפספס,בהזדמנות
מעלה נוף,4180000,Top,https://www.yad2.co.il/realestate/item/fdkpux7d?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=3,דירת גן,5,,110,טירת כרמל,מעלה נוף,"ממ""ד",חניה,בניין משופץ
"הגוש הגדול, רמת אביב החדשה, נופי ים",4180000,טל,https://www.yad2.co.il/realestate/item/4x9bq4w3?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=3,דירה,4,9,119,רמת אביב החדשה,הגוש הגדול,"ממ""ד",חניה,בהזדמנות
הבנאי,4180000,פוינט,https://www.yad2.co.il/realestate/item/7wvq0lkd?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=3,גג/ פנטהאוז,6,4,290,רמת בית הכרם,בית הכרם,3 מרפסות,"ממ""ד",חניה
ערבי נחל,4180000,תיווך,https://www.yad2.co.il/realestate/item/amcgchso?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=3,דירה,5,10,128,גבעתיים,סיטי,"ממ""ד",חניה,נכס חדש
ההגנה 46,4180000,קבוצת,https://www.yad2.co.il/realestate/item/z6o5yn75?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=3,דירת גן,3,,110,,רחובות,"ממ""ד",חניה,נכס חדש
בית לחם,4180000,בארי,https://www.yad2.co.il/realestate/item/eyo54ozn?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=3,דירה,4,7,100,רמת גן,תל יהודה,"ממ""ד",חניה,נכס חדש
בעל שם טוב,4180000,המרכז,https://www.yad2.co.il/realestate/item/lonlnnhk?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=3,דירה,5,1,125,פתח תקווה,מחנה יהודה,"ממ""ד",חניה,חדש מקבלן
הלסינקי,4180000,רוזיו,https://www.yad2.co.il/realestate/item/y90bl7j0?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=3,דירה,5,,85,תל אביב יפו,הצפון החדש - כיכר המדינה,חניה,חבל לפספס,בהזדמנות
אורט 14,4180000,בית,https://www.yad2.co.il/realestate/item/r1lu8gzb?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=3,דירת גן,4,1,130,אשקלון,אפרידר,2 מרפסות,"ממ""ד",חניה
,4180000,בית,,דירת גן,4,1,,אשקלון,אפרידר,,,
,4180000,בית,,דירת גן,4,,182,אשקלון,אפרידר,,,
,4180000,בית,,דירת גן,4,,,אשקלון,אפרידר,,,
,4180000,בית,,דירת גן,4,,,אשקלון,אפרידר,,,
,4180000,בית,,דירת גן,4,,,אשקלון,אפרידר,,,
,4180000,בית,,דירת גן,4,,154,אשקלון,אפרידר,,,
,4180000,בית,,דירת גן,2,16,56,אשקלון,אפרידר,,,
,4180000,בית,,דירת גן,4,1,114,אשקלון,אפרידר,,,
הקהילה 30,2030000,NIS,https://www.yad2.co.il/realestate/item/folgl0gy?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=4,דירת גן,4,,191,חריש,בצוותא,"ממ""ד",3 כיווני אוויר,חניה
גולדה מאיר 7,3600000,NIS,https://www.yad2.co.il/realestate/item/an5hktrv?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=4,דירה,4,13,121,ראשון לציון,קרית ראשון,"ממ""ד",נוף פתוח לים,חניה
אברהם עופר 15,1980000,NIS,https://www.yad2.co.il/realestate/item/ruo7efi6?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=4,דירה,4,7,98,אשדוד,רובע ד',3 כיווני אוויר,נוף פתוח לעיר,בניין משופץ
נחל צלמון 10,2350000,NIS,https://www.yad2.co.il/realestate/item/m4ijjzaq?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=4,דירה,4,6,104,צור יצחק,צור יצחק,אחריי להתחדשות עירונית,"ממ""ד",חניה
פרופ' יום טוב עסיס 1,2600000,NIS,https://www.yad2.co.il/realestate/item/dor3vl05?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=4,דירה,4,4,100,ירושלים,פסגת זאב,"ממ""ד",3 כיווני אוויר,חניה
אלכסנדר פן 7,2194000,NIS,https://www.yad2.co.il/realestate/item/7via2x4g?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=4,דירה,3,9,85,אשדוד,רובע ה',"ממ""ד",חניה,חדש מקבלן
"רמח""ל 28",1350000,NIS,https://www.yad2.co.il/realestate/item/3arae0tq?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=4,דירה,4,3,114,בן גוריון,אברהם דנינו,"ממ""ד",נוף פתוח לפארק,חניה
יצחק בן צבי 8,3100000,NIS,https://www.yad2.co.il/realestate/item/s56xw2h8?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=4,דירה,3,13,95,הוד השרון,מתחם 200,"ממ""ד",נוף פתוח לפארק,חניה
הראשונים 1,14000000,NIS,https://www.yad2.co.il/realestate/item/mxdbr6a0?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=4,תיירות ונופש,10,3,1100,ראש פינה,ראש פינה,4 מרפסות,4 חדרי מקלחת,חניה
העצמאות 79,14000000,לא,https://www.yad2.co.il/realestate/item/q7yygkta?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=4,דירה,4,4,160,הסיטי,רובע הקריה,"ממ""ד",חניה,נכס עורפי
נחלת בנימין 132,2850000,NIS,https://www.yad2.co.il/realestate/item/8985s31p?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=4,דירה,2,4,59,תל אביב יפו,פלורנטין,"ממ""ד",חניה,נכס עורפי
הארז 36,2900000,NIS,https://www.yad2.co.il/realestate/item/puzb85z7?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=4,דו משפחתי,5,,142,רמת ישי,שאר העיר,3 חדרי מקלחת,3 כיווני אוויר,חניה
הגליל 10,2250000,NIS,https://www.yad2.co.il/realestate/item/abf1t49n?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=4,דירה,4,3,100,בית שמש,רמת משה / בית שמש הוותיקה,"ממ""ד",3 כיווני אוויר,נוף פתוח לפארק
המעפילים 57,3800000,NIS,https://www.yad2.co.il/realestate/item/aaunjq0e?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=4,דו משפחתי,5,,290,חדרה,גבעת אולגה,2 מרפסות,3 כיווני אוויר,חניה
אלמוג 8,2850000,NIS,https://www.yad2.co.il/realestate/item/6kry5v13?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=4,דופלקס,3,1,160,נצרת עילית / נוף הגליל,הר יונה,2 מרפסות,3 חדרי מקלחת,חניה
זילברג 20,1540000,NIS,https://www.yad2.co.il/realestate/item/w4tivxmj?opened-from=feed&component-type=main_feed&spot=standard&location=16&pagination=4,בית פרטי/ קוטג',5,,250,באר שבע,שכונה ו',3 כיווני אוויר,חניה,נכס עורפי
הירדן 89,2590000,NIS,https://www.yad2.co.il/realestate/item/rh731a1g?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=4,דירה,3,1,80,ערמונים,נווה יהושע,"ממ""ד",3 כיווני אוויר,חניה
"ביל""ו 48",3950000,NIS,https://www.yad2.co.il/realestate/item/4ymat1ag?opened-from=feed&component-type=main_feed&spot=standard&location=18&pagination=4,דירת גן,5,,72,לב העיר צפון,לב תל אביב,3 כיווני אוויר,נוף פתוח לעיר,משופצת אדריכלית
יד מרדכי 13,3500000,NIS,https://www.yad2.co.il/realestate/item/vr02t2gz?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=4,דירה,4,1,92,גבעתיים,גבעת הרמבם,3 כיווני אוויר,נוף פתוח לעיר,משופצת אדריכלית
"חזון אי""ש 13",3230000,NIS,https://www.yad2.co.il/realestate/item/3x6k17uo?opened-from=feed&component-type=main_feed&spot=standard&location=20&pagination=4,דירה,5,6,130,רחובות,רחובות הצעירה,"ממ""ד",3 כיווני אוויר,חניה
גרושקביץ' 42,3230000,Re/max,https://www.yad2.co.il/realestate/item/y4zuebe7?opened-from=feed&component-type=main_feed&spot=standard&location=21&pagination=4,גג/ פנטהאוז,6,3,211,קרית מוצקין,מוצקין הותיקה,2 מרפסות,"ממ""ד",יחידת הורים
הלסינקי,3230000,רוזיו,https://www.yad2.co.il/realestate/item/y90bl7j0?opened-from=feed&component-type=main_feed&spot=standard&location=22&pagination=4,דירה,5,,85,תל אביב יפו,הצפון החדש - כיכר המדינה,חניה,חבל לפספס,בהזדמנות
גילה,3230000,AC,https://www.yad2.co.il/realestate/item/v9cskrm0?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=4,בית פרטי/ קוטג',7,,392,ירושלים,גילה,"ממ""ד",יחידת הורים,בניין משופץ
חכם אבולעפיה,3230000,אדל,https://www.yad2.co.il/realestate/item/iwce2xc1?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=4,דירת גן,2,1,80,טבריה,לב העיר,בניין משופץ,גמיש במחיר,בהזדמנות
שלומציון,2490000,"WONDERLAND
NIS",https://www.yad2.co.il/realestate/item/tho4ktw5?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=4,דירה,3,2,64,רמת גן,נגבה,,,
הסירה,2490000,אור,https://www.yad2.co.il/realestate/item/jtz91v26?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=4,דירה,4,4,113,יבנה,נאות רבין,"ממ""ד",חניה,בניין משופץ
"דרום חדש, פארק הים",2490000,Home,https://www.yad2.co.il/realestate/item/7lxvi0hf?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=4,דירה,2,1,54,פארק הים,דרום חדש,"ממ""ד",חניה,נכס חדש
לייב יפה 61,6950000,"Jhomes
NIS",https://www.yad2.co.il/realestate/item/v58432pp?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=4,גג/ פנטהאוז,5,1,186,ירושלים,ארנונה,3 מרפסות,חניה,משופצת אדריכלית
מושבה מרכז,4300000,"Bexcellent
NIS",https://www.yad2.co.il/realestate/item/twiebd6k?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=4,בית פרטי/ קוטג',6,,200,זכרון יעקב,מושבה מרכז,"ממ""ד",חניה,נכס חדש
אוסישקין,4300000,רז,https://www.yad2.co.il/realestate/item/v1m00c16?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=4,בית פרטי/ קוטג',5,,230,,הרצליה,אחריי להתחדשות עירונית,2 מרפסות,חניה
פועה,4300000,ערים,https://www.yad2.co.il/realestate/item/mp22mzz2?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=4,דירה,4,1,110,,חיפה,2 מרפסות,חבל לפספס,בהזדמנות
מתחם 200,4300000,ברקאי,https://www.yad2.co.il/realestate/item/g6gohx5q?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=4,דירה,5,4,135,הוד השרון,מתחם 200,"ממ""ד",חניה,משופצת אדריכלית
ישורון 54,4300000,ישראלי,https://www.yad2.co.il/realestate/item/2fcy7d8o?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=4,דירה,5,16,145,הוד השרון,רמתיים,2 מרפסות,"ממ""ד",חניה
פרופ' יום טוב עסיס,4300000,נכסי,https://www.yad2.co.il/realestate/item/95724kxn?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=4,דירה,4,1,121,ירושלים,פסגת זאב,"ממ""ד",חניה,נכס חדש
אנטוקולסקי 3,4300000,אייל,https://www.yad2.co.il/realestate/item/m890icrn?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=4,דירה,4,3,142,תל אביב יפו,הצפון החדש - דרום,"ממ""ד",חניה,נכס חדש
"ד""ר חיים ברודי",4300000,קבוצת,https://www.yad2.co.il/realestate/item/9uex1k60?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=4,דירת גן,4,,103,תל אביב יפו,רמת אביב,"ממ""ד",קרוב לפארק,קיבל היתר להתחדשות עירונית
הנביאים 24,4300000,משעול,https://www.yad2.co.il/realestate/item/i419p6lz?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=4,דירה,5,2,62,בת ים,דרום מערב ותיק,חניה,קרוב לים,בהזדמנות
אופנהיימר,4300000,דיפלורה,https://www.yad2.co.il/realestate/item/h3gpnt7r?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=4,דירה,5,7,140,,תל אביב יפו,"ממ""ד",חניה,בהזדמנות
עוזי חיטמן,4300000,Next,https://www.yad2.co.il/realestate/item/sf3us10d?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=4,דירה,5,9,148,נתניה,עיר ימים,"ממ""ד",קרוב לים,חבל לפספס
המעפילים,4300000,AC,https://www.yad2.co.il/realestate/item/nfkr68e6?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=4,דירה,3,,78,אשדוד,רובע ב',"ממ""ד",בניין משופץ,קרוב לפארק
,4300000,AC,,דירה,3,,167,אשדוד,רובע ב',,,
,4300000,AC,,דירה,4,4,100,אשדוד,רובע ב',,,
,4300000,AC,,דירה,4,4,,אשדוד,רובע ב',,,
,4300000,AC,,דירה,4,,152,אשדוד,רובע ב',,,
,4300000,AC,,דירה,4,,,אשדוד,רובע ב',,,
,4300000,AC,,דירה,4,,,אשדוד,רובע ב',,,
,4300000,AC,,דירה,4,,,אשדוד,רובע ב',,,
,4300000,AC,,דירה,4,,,אשדוד,רובע ב',,,
